"DATA/","CRISM_TYPESPEC_HEMATITE.LBL         ","CRISM_TYPESPEC_HEMATITE         ",2014-04-15T05:01:00,"FRT0000B385_07_IF164J_TER3              ", 392, 210,-13.227, -47.464, 392,  28,-13.300, -47.460,"11x11","IRON OXIDES AND PRIMARY SILICATES      ","HEMATITE         ","ROACHETAL2010       "
"DATA/","CRISM_TYPESPEC_HYDRATED_SILICA.LBL  ","CRISM_TYPESPEC_HYDRATED_SILICA  ",2014-04-15T05:01:00,"FRT00009312_07_IF166J_TER3              ", 154, 170, 19.904,  65.918, 154, 370, 19.965,  65.914,"11x11","OTHER HYDRATED SILICATES AND HALIDES   ","HYDRATED_SILICA  ","EHLMANNETAL2009     "
"DATA/","CRISM_TYPESPEC_HYDROX_FE_SULF.LBL   ","CRISM_TYPESPEC_HYDROX_FE_SULF   ",2014-04-15T05:01:00,"FRT000098B2_07_IF165J_TER3              ", 107, 137,  3.897, -20.418, 107,  92,  3.878, -20.413,"5x5  ","SULFATES                               ","HYDROX_FE_SULF   ","LICHTENBERGETAL2010 "
"DATA/","CRISM_TYPESPEC_ILLITE_MUSCOVITE.LBL ","CRISM_TYPESPEC_ILLITE_MUSCOVITE ",2014-04-15T05:01:00,"FRT0000454E_07_IF165J_TER3              ", 164,  68, 20.075,  70.178, 164,  27, 20.051,  70.184,"5x5  ","PHYLLOSILICATES                        ","ILLITE_MUSCOVITE ","EHLMANNETAL2009     "
"DATA/","CRISM_TYPESPEC_JAROSITE.LBL         ","CRISM_TYPESPEC_JAROSITE         ",2014-04-15T05:01:00,"FRT00013F5B_07_IF164J_TER3              ", 302, 234,-10.223, -75.451, 302,  96,-10.267, -75.447,"9x9  ","SULFATES                               ","JAROSITE         ","VIVIANOETAL2013B    "
"DATA/","CRISM_TYPESPEC_KAOLINITE.LBL        ","CRISM_TYPESPEC_KAOLINITE        ",2014-04-15T05:01:00,"FRT0000ABCB_07_IF166J_TER3              ", 389, 222, 20.866,  73.268, 387, 338, 20.901,  73.264,"5x5  ","PHYLLOSILICATES                        ","KAOLINITE        ","EHLMANNETAL2009     "
"DATA/","CRISM_TYPESPEC_LCP.LBL              ","CRISM_TYPESPEC_LCP              ",2014-04-15T05:01:00,"FRT000064D9_07_IF166J_TER3              ", 529, 174, 21.131,  74.184, 529, 110, 21.104,  74.183,"7x7  ","IRON OXIDES AND PRIMARY SILICATES      ","LCP              ","MUSTARDETAL2008     "
"DATA/","CRISM_TYPESPEC_MARGARITE.LBL        ","CRISM_TYPESPEC_MARGARITE        ",2014-04-15T05:01:00,"FRT0000634B_07_IF163J_TER3              ", 531,  90,-26.854,-101.244, 531, 122,-26.842,-101.243,"5x5  ","PHYLLOSILICATES                        ","MARGARITE        ","CARTERETAL2013B     "
"DATA/","CRISM_TYPESPEC_MG_CARBONATE.LBL     ","CRISM_TYPESPEC_MG_CARBONATE     ",2014-04-15T05:01:00,"FRT00003E12_07_IF166J_TER3              ", 136, 103, 22.213,  77.141, 136, 211, 22.256,  77.130,"5x5  ","CARBONATES                             ","MG_CARBONATE     ","EHLMANNETAL2008     "
"DATA/","CRISM_TYPESPEC_MG_OLIVINE.LBL       ","CRISM_TYPESPEC_MG_OLIVINE       ",2014-04-15T05:01:00,"FRT0000C26C_07_IF168J_TER3              ", 623, 345, 56.794,  -9.243, 623, 328, 56.789,  -9.240,"7x7  ","IRON OXIDES AND PRIMARY SILICATES      ","MG_OLIVINE       ","SKOKETAL2012        "
"DATA/","CRISM_TYPESPEC_MG_SMECTITE.LBL      ","CRISM_TYPESPEC_MG_SMECTITE      ",2014-04-15T05:01:00,"FRT00009365_07_IF165J_TER3              ", 198, 206, 15.780,  72.072, 198, 126, 15.756,  72.076,"11x11","PHYLLOSILICATES                        ","MG_SMECTITE      ","EHLMANNETAL2009     "
"DATA/","CRISM_TYPESPEC_MONO_HYD_SULF.LBL    ","CRISM_TYPESPEC_MONO_HYD_SULF    ",2014-04-15T05:01:00,"FRT0000A91C_07_IF165J_TER3              ", 470, 178, -8.579, -79.485, 470, 209, -8.570, -79.485,"11x11","SULFATES                               ","MONO_HYD_SULF    ","ROACHETAL2009       "
"DATA/","CRISM_TYPESPEC_PLAGIOCLASE.LBL      ","CRISM_TYPESPEC_PLAGIOCLASE      ",2014-04-15T05:01:00,"FRT000082EE_07_IF165J_TER3              ", 325,  76,  8.868,  67.290, 325, 430,  9.000,  67.277,"9x9  ","IRON OXIDES AND PRIMARY SILICATES      ","PLAGIOCLASE      ","WRAYETAL2013        "
"DATA/","CRISM_TYPESPEC_POLY_HYD_SULF.LBL    ","CRISM_TYPESPEC_POLY_HYD_SULF    ",2014-04-15T05:01:00,"FRT00009C0A_07_IF164J_TER3              ", 396, 303, -4.391, -62.317, 396, 279, -4.399, -62.316,"11x11","SULFATES                               ","POLY_HYD_SULF    ","BISHOPETAL2009      "
"DATA/","CRISM_TYPESPEC_PREHNITE.LBL         ","CRISM_TYPESPEC_PREHNITE         ",2014-04-15T05:01:00,"FRT000050F2_07_IF165J_TER3              ", 381, 121, 14.997,  72.112, 381, 264, 15.042,  72.108,"7x7  ","OTHER HYDRATED SILICATES AND HALIDES   ","PREHNITE         ","EHLMANNETAL2009     "
"DATA/","CRISM_TYPESPEC_SERPENTINE.LBL       ","CRISM_TYPESPEC_SERPENTINE       ",2014-04-15T05:01:00,"FRT0000634B_07_IF163J_TER3              ", 333,  25,-26.878,-101.180, 333,  57,-26.862,-101.182,"5x5  ","PHYLLOSILICATES                        ","SERPENTINE       ","EHLMANNETAL2010     "
"DATA/","CRISM_TYPESPEC_TALC.LBL             ","CRISM_TYPESPEC_TALC             ",2014-04-15T05:01:00,"FRT0000A053_07_IF166J_TER3              ", 104, 409, 22.520,  74.342, 104, 416, 22.524,  74.342,"5x5  ","PHYLLOSILICATES                        ","TALC             ","VIVIANOETAL2013A    "
